symbol,date,price
Facebook,Aug 2017,169.619995
Facebook,Aug 2017,171.979996
Facebook,Aug 2017,171.229996
Facebook,Aug 2017,171.179993
Facebook,Aug 2017,167.399994
Facebook,Aug 2017,168.080002
Facebook,Aug 2017,170.75
Facebook,Aug 2017,171
Facebook,Aug 2017,170
Facebook,Aug 2017,166.910004
Facebook,Aug 2017,167.410004
Facebook,Aug 2017,167.779999
Facebook,Aug 2017,169.639999
Facebook,Aug 2017,168.710007
Facebook,Aug 2017,167.740005
Facebook,Aug 2017,166.320007
Facebook,Aug 2017,167.240005
Facebook,Aug 2017,168.050003
Facebook,Aug 2017,169.919998
Facebook,Aug 2017,171.970001
Facebook,Sep 2017,172.020004
Facebook,Sep 2017,170.720001
Facebook,Sep 2017,172.089996
Facebook,Sep 2017,173.210007
Facebook,Sep 2017,170.949997
Facebook,Sep 2017,173.509995
Facebook,Sep 2017,172.960007
Facebook,Sep 2017,173.050003
Facebook,Sep 2017,170.960007
Facebook,Sep 2017,171.639999
Facebook,Sep 2017,170.009995
Facebook,Sep 2017,172.520004
Facebook,Sep 2017,172.169998
Facebook,Sep 2017,171.110001
Facebook,Sep 2017,170.539993
Facebook,Sep 2017,162.869995
Facebook,Sep 2017,164.210007
Facebook,Sep 2017,167.679993
Facebook,Sep 2017,168.729996
Facebook,Sep 2017,170.869995
Facebook,Oct 2017,169.470001
Facebook,Oct 2017,169.960007
Facebook,Oct 2017,168.419998
Facebook,Oct 2017,171.240005
Facebook,Oct 2017,172.229996
Facebook,Oct 2017,172.5
Facebook,Oct 2017,171.589996
Facebook,Oct 2017,172.740005
Facebook,Oct 2017,172.550003
Facebook,Oct 2017,173.740005
Facebook,Oct 2017,174.520004
Facebook,Oct 2017,176.110001
Facebook,Oct 2017,176.029999
Facebook,Oct 2017,174.559998
Facebook,Oct 2017,174.979996
Facebook,Oct 2017,171.270004
Facebook,Oct 2017,171.800003
Facebook,Oct 2017,170.600006
Facebook,Oct 2017,170.630005
Facebook,Oct 2017,177.880005
Facebook,Oct 2017,179.869995
Facebook,Oct 2017,180.059998
Facebook,Nov 2017,182.660004
Facebook,Nov 2017,178.919998
Facebook,Nov 2017,178.919998
Facebook,Nov 2017,180.169998
Facebook,Nov 2017,180.25
Facebook,Nov 2017,179.559998
Facebook,Nov 2017,179.300003
Facebook,Nov 2017,178.460007
Facebook,Nov 2017,178.770004
Facebook,Nov 2017,178.070007
Facebook,Nov 2017,177.949997
Facebook,Nov 2017,179.589996
Facebook,Nov 2017,179
Facebook,Nov 2017,178.740005
Facebook,Nov 2017,181.860001
Facebook,Nov 2017,180.869995
Facebook,Nov 2017,182.779999
Facebook,Nov 2017,183.029999
Facebook,Nov 2017,182.419998
Facebook,Nov 2017,175.130005
Facebook,Nov 2017,177.179993
Facebook,Dec 2017,175.100006
Facebook,Dec 2017,171.470001
Facebook,Dec 2017,172.830002
Facebook,Dec 2017,176.059998
Facebook,Dec 2017,180.139999
Facebook,Dec 2017,179
Facebook,Dec 2017,179.039993
Facebook,Dec 2017,176.960007
Facebook,Dec 2017,178.300003
Facebook,Dec 2017,178.389999
Facebook,Dec 2017,180.179993
Facebook,Dec 2017,180.820007
Facebook,Dec 2017,179.509995
Facebook,Dec 2017,177.889999
Facebook,Dec 2017,177.449997
Facebook,Dec 2017,177.199997
Facebook,Dec 2017,175.990005
Facebook,Dec 2017,177.619995
Facebook,Dec 2017,177.919998
Facebook,Dec 2017,176.460007
Facebook,Jan 2018,181.419998
Facebook,Jan 2018,184.669998
Facebook,Jan 2018,184.330002
Facebook,Jan 2018,186.850006
Facebook,Jan 2018,188.279999
Facebook,Jan 2018,187.869995
Facebook,Jan 2018,187.839996
Facebook,Jan 2018,187.770004
Facebook,Jan 2018,179.369995
Facebook,Jan 2018,178.389999
Facebook,Jan 2018,177.600006
Facebook,Jan 2018,179.800003
Facebook,Jan 2018,181.289993
Facebook,Jan 2018,185.369995
Facebook,Jan 2018,189.350006
Facebook,Jan 2018,186.550003
Facebook,Jan 2018,187.479996
Facebook,Jan 2018,190
Facebook,Jan 2018,185.979996
Facebook,Jan 2018,187.119995
Facebook,Jan 2018,186.889999
Facebook,Feb 2018,193.089996
Facebook,Feb 2018,190.279999
Facebook,Feb 2018,181.259995
Facebook,Feb 2018,185.309998
Facebook,Feb 2018,180.179993
Facebook,Feb 2018,171.580002
Facebook,Feb 2018,176.110001
Facebook,Feb 2018,176.410004
Facebook,Feb 2018,173.149994
Facebook,Feb 2018,179.520004
Facebook,Feb 2018,179.960007
Facebook,Feb 2018,177.360001
Facebook,Feb 2018,176.009995
Facebook,Feb 2018,177.910004
Facebook,Feb 2018,178.990005
Facebook,Feb 2018,183.289993
Facebook,Feb 2018,184.929993
Facebook,Feb 2018,181.460007
Facebook,Feb 2018,178.320007
Facebook,Mar 2018,175.940002
Facebook,Mar 2018,176.619995
Facebook,Mar 2018,180.399994
Facebook,Mar 2018,179.779999
Facebook,Mar 2018,183.710007
Facebook,Mar 2018,182.339996
Facebook,Mar 2018,185.229996
Facebook,Mar 2018,184.759995
Facebook,Mar 2018,181.880005
Facebook,Mar 2018,184.190002
Facebook,Mar 2018,183.860001
Facebook,Mar 2018,185.089996
Facebook,Mar 2018,172.559998
Facebook,Mar 2018,168.149994
Facebook,Mar 2018,169.389999
Facebook,Mar 2018,164.889999
Facebook,Mar 2018,159.389999
Facebook,Mar 2018,160.059998
Facebook,Mar 2018,152.220001
Facebook,Mar 2018,153.029999
Facebook,Mar 2018,159.789993
Facebook,Apr 2018,155.389999
Facebook,Apr 2018,156.110001
Facebook,Apr 2018,155.100006
Facebook,Apr 2018,159.339996
Facebook,Apr 2018,157.199997
Facebook,Apr 2018,157.929993
Facebook,Apr 2018,165.039993
Facebook,Apr 2018,166.320007
Facebook,Apr 2018,163.869995
Facebook,Apr 2018,164.520004
Facebook,Apr 2018,164.830002
Tesla,Apr 2017,301.440002
Tesla,Apr 2017,300.25
Tesla,Apr 2017,305.519989
Tesla,Apr 2017,302.51001
Tesla,Apr 2017,305.600006
Tesla,Apr 2017,308.029999
Tesla,Apr 2017,313.790009
Tesla,Apr 2017,310.170013
Tesla,Apr 2017,308.630005
Tesla,Apr 2017,314.070007
Tesla,May 2017,322.829987
Tesla,May 2017,318.890015
Tesla,May 2017,311.019989
Tesla,May 2017,295.459991
Tesla,May 2017,308.350006
Tesla,May 2017,307.190002
Tesla,May 2017,321.26001
Tesla,May 2017,325.220001
Tesla,May 2017,323.100006
Tesla,May 2017,324.809998
Tesla,May 2017,315.880005
Tesla,May 2017,317.01001
Tesla,May 2017,306.109985
Tesla,May 2017,313.059998
Tesla,May 2017,310.829987
Tesla,May 2017,310.350006
Tesla,May 2017,303.859985
Tesla,May 2017,310.220001
Tesla,May 2017,316.829987
Tesla,May 2017,325.140015
Tesla,May 2017,335.100006
Tesla,May 2017,341.01001
Tesla,Jun 2017,340.369995
Tesla,Jun 2017,339.850006
Tesla,Jun 2017,347.320007
Tesla,Jun 2017,352.850006
Tesla,Jun 2017,359.649994
Tesla,Jun 2017,370
Tesla,Jun 2017,357.320007
Tesla,Jun 2017,359.01001
Tesla,Jun 2017,375.950012
Tesla,Jun 2017,380.660004
Tesla,Jun 2017,375.339996
Tesla,Jun 2017,371.399994
Tesla,Jun 2017,369.799988
Tesla,Jun 2017,372.23999
Tesla,Jun 2017,376.399994
Tesla,Jun 2017,382.609985
Tesla,Jun 2017,383.450012
Tesla,Jun 2017,377.48999
Tesla,Jun 2017,362.369995
Tesla,Jun 2017,371.23999
Tesla,Jun 2017,360.75
Tesla,Jun 2017,361.609985
Tesla,Jul 2017,352.619995
Tesla,Jul 2017,327.089996
Tesla,Jul 2017,308.829987
Tesla,Jul 2017,313.220001
Tesla,Jul 2017,316.049988
Tesla,Jul 2017,327.220001
Tesla,Jul 2017,329.519989
Tesla,Jul 2017,323.410004
Tesla,Jul 2017,327.779999
Tesla,Jul 2017,319.570007
Tesla,Jul 2017,328.23999
Tesla,Jul 2017,325.26001
Tesla,Jul 2017,329.920013
Tesla,Jul 2017,328.399994
Tesla,Jul 2017,342.519989
Tesla,Jul 2017,339.600006
Tesla,Jul 2017,343.850006
Tesla,Jul 2017,334.459991
Tesla,Jul 2017,335.070007
Tesla,Jul 2017,323.470001
Tesla,Aug 2017,319.570007
Tesla,Aug 2017,325.890015
Tesla,Aug 2017,347.089996
Tesla,Aug 2017,356.910004
Tesla,Aug 2017,355.170013
Tesla,Aug 2017,365.220001
Tesla,Aug 2017,363.529999
Tesla,Aug 2017,355.399994
Tesla,Aug 2017,357.869995
Tesla,Aug 2017,363.799988
Tesla,Aug 2017,362.329987
Tesla,Aug 2017,362.910004
Tesla,Aug 2017,351.920013
Tesla,Aug 2017,347.459991
Tesla,Aug 2017,337.859985
Tesla,Aug 2017,341.350006
Tesla,Aug 2017,352.769989
Tesla,Aug 2017,352.929993
Tesla,Aug 2017,348.049988
Tesla,Aug 2017,345.660004
Tesla,Aug 2017,347.359985
Tesla,Aug 2017,353.179993
Tesla,Aug 2017,355.899994
Tesla,Sep 2017,355.399994
Tesla,Sep 2017,349.589996
Tesla,Sep 2017,344.529999
Tesla,Sep 2017,350.609985
Tesla,Sep 2017,343.399994
Tesla,Sep 2017,363.690002
Tesla,Sep 2017,362.75
Tesla,Sep 2017,366.230011
Tesla,Sep 2017,377.640015
Tesla,Sep 2017,379.809998
Tesla,Sep 2017,385
Tesla,Sep 2017,375.100006
Tesla,Sep 2017,373.910004
Tesla,Sep 2017,366.480011
Tesla,Sep 2017,351.089996
Tesla,Sep 2017,344.98999
Tesla,Sep 2017,345.25
Tesla,Sep 2017,340.970001
Tesla,Sep 2017,339.600006
Tesla,Sep 2017,341.100006
Tesla,Oct 2017,341.529999
Tesla,Oct 2017,348.140015
Tesla,Oct 2017,355.01001
Tesla,Oct 2017,355.329987
Tesla,Oct 2017,356.880005
Tesla,Oct 2017,342.940002
Tesla,Oct 2017,355.589996
Tesla,Oct 2017,354.600006
Tesla,Oct 2017,355.679993
Tesla,Oct 2017,355.570007
Tesla,Oct 2017,350.600006
Tesla,Oct 2017,355.75
Tesla,Oct 2017,359.649994
Tesla,Oct 2017,351.809998
Tesla,Oct 2017,345.100006
Tesla,Oct 2017,337.019989
Tesla,Oct 2017,337.339996
Tesla,Oct 2017,325.839996
Tesla,Oct 2017,326.170013
Tesla,Oct 2017,320.869995
Tesla,Oct 2017,320.079987
Tesla,Oct 2017,331.529999
Tesla,Nov 2017,321.079987
Tesla,Nov 2017,299.26001
Tesla,Nov 2017,306.089996
Tesla,Nov 2017,302.779999
Tesla,Nov 2017,306.049988
Tesla,Nov 2017,304.390015
Tesla,Nov 2017,302.98999
Tesla,Nov 2017,302.98999
Tesla,Nov 2017,315.399994
Tesla,Nov 2017,308.700012
Tesla,Nov 2017,311.299988
Tesla,Nov 2017,312.5
Tesla,Nov 2017,315.049988
Tesla,Nov 2017,308.73999
Tesla,Nov 2017,317.809998
Tesla,Nov 2017,312.600006
Tesla,Nov 2017,315.549988
Tesla,Nov 2017,316.809998
Tesla,Nov 2017,317.549988
Tesla,Nov 2017,307.540009
Tesla,Nov 2017,308.850006
Tesla,Dec 2017,306.529999
Tesla,Dec 2017,305.200012
Tesla,Dec 2017,303.700012
Tesla,Dec 2017,313.26001
Tesla,Dec 2017,311.23999
Tesla,Dec 2017,315.130005
Tesla,Dec 2017,328.910004
Tesla,Dec 2017,341.029999
Tesla,Dec 2017,339.029999
Tesla,Dec 2017,337.890015
Tesla,Dec 2017,343.450012
Tesla,Dec 2017,338.869995
Tesla,Dec 2017,331.100006
Tesla,Dec 2017,328.980011
Tesla,Dec 2017,331.660004
Tesla,Dec 2017,325.200012
Tesla,Dec 2017,317.290009
Tesla,Dec 2017,311.640015
Tesla,Dec 2017,315.359985
Tesla,Dec 2017,311.350006
Tesla,Jan 2018,320.529999
Tesla,Jan 2018,317.25
Tesla,Jan 2018,314.619995
Tesla,Jan 2018,316.579987
Tesla,Jan 2018,336.410004
Tesla,Jan 2018,333.690002
Tesla,Jan 2018,334.799988
Tesla,Jan 2018,337.950012
Tesla,Jan 2018,336.220001
Tesla,Jan 2018,340.059998
Tesla,Jan 2018,347.160004
Tesla,Jan 2018,344.570007
Tesla,Jan 2018,350.019989
Tesla,Jan 2018,351.559998
Tesla,Jan 2018,352.790009
Tesla,Jan 2018,345.890015
Tesla,Jan 2018,337.640015
Tesla,Jan 2018,342.850006
Tesla,Jan 2018,349.529999
Tesla,Jan 2018,345.820007
Tesla,Jan 2018,354.309998
Tesla,Feb 2018,349.25
Tesla,Feb 2018,343.75
Tesla,Feb 2018,333.130005
Tesla,Feb 2018,333.970001
Tesla,Feb 2018,345
Tesla,Feb 2018,315.230011
Tesla,Feb 2018,310.420013
Tesla,Feb 2018,315.730011
Tesla,Feb 2018,323.660004
Tesla,Feb 2018,322.309998
Tesla,Feb 2018,334.070007
Tesla,Feb 2018,335.48999
Tesla,Feb 2018,334.769989
Tesla,Feb 2018,333.299988
Tesla,Feb 2018,346.170013
Tesla,Feb 2018,352.049988
Tesla,Feb 2018,357.420013
Tesla,Feb 2018,350.98999
Tesla,Feb 2018,343.059998
Tesla,Mar 2018,330.929993
Tesla,Mar 2018,335.119995
Tesla,Mar 2018,333.350006
Tesla,Mar 2018,328.200012
Tesla,Mar 2018,332.299988
Tesla,Mar 2018,329.100006
Tesla,Mar 2018,327.170013
Tesla,Mar 2018,345.51001
Tesla,Mar 2018,341.839996
Tesla,Mar 2018,326.630005
Tesla,Mar 2018,325.600006
Tesla,Mar 2018,321.350006
Tesla,Mar 2018,313.559998
Tesla,Mar 2018,310.549988
Tesla,Mar 2018,316.529999
Tesla,Mar 2018,309.100006
Tesla,Mar 2018,301.540009
Tesla,Mar 2018,304.179993
Tesla,Mar 2018,279.179993
Tesla,Mar 2018,257.779999
Tesla,Mar 2018,266.130005
Tesla,Apr 2018,252.479996
Tesla,Apr 2018,267.529999
Tesla,Apr 2018,286.940002
Tesla,Apr 2018,305.720001
Tesla,Apr 2018,299.299988
Tesla,Apr 2018,289.660004
Tesla,Apr 2018,304.700012
Tesla,Apr 2018,300.929993
Tesla,Apr 2018,294.079987
Tesla,Apr 2018,300.339996
Tesla,Apr 2018,291.209991
Apple,Apr 2017,141.830002
Apple,Apr 2017,141.199997
Apple,Apr 2017,140.679993
Apple,Apr 2017,142.440002
Apple,Apr 2017,142.270004
Apple,Apr 2017,143.639999
Apple,Apr 2017,144.529999
Apple,Apr 2017,143.679993
Apple,Apr 2017,143.789993
Apple,Apr 2017,143.649994
Apple,May 2017,146.580002
Apple,May 2017,147.509995
Apple,May 2017,147.059998
Apple,May 2017,146.529999
Apple,May 2017,148.960007
Apple,May 2017,153.009995
Apple,May 2017,153.990005
Apple,May 2017,153.259995
Apple,May 2017,153.949997
Apple,May 2017,156.100006
Apple,May 2017,155.699997
Apple,May 2017,155.470001
Apple,May 2017,150.25
Apple,May 2017,152.539993
Apple,May 2017,153.059998
Apple,May 2017,153.990005
Apple,May 2017,153.800003
Apple,May 2017,153.339996
Apple,May 2017,153.869995
Apple,May 2017,153.610001
Apple,May 2017,153.669998
Apple,May 2017,152.759995
Apple,Jun 2017,153.179993
Apple,Jun 2017,155.449997
Apple,Jun 2017,153.929993
Apple,Jun 2017,154.449997
Apple,Jun 2017,155.369995
Apple,Jun 2017,154.990005
Apple,Jun 2017,148.979996
Apple,Jun 2017,145.419998
Apple,Jun 2017,146.589996
Apple,Jun 2017,145.160004
Apple,Jun 2017,144.289993
Apple,Jun 2017,142.270004
Apple,Jun 2017,146.339996
Apple,Jun 2017,145.009995
Apple,Jun 2017,145.869995
Apple,Jun 2017,145.630005
Apple,Jun 2017,146.279999
Apple,Jun 2017,145.820007
Apple,Jun 2017,143.729996
Apple,Jun 2017,145.830002
Apple,Jun 2017,143.679993
Apple,Jun 2017,144.020004
Apple,Jul 2017,143.5
Apple,Jul 2017,144.089996
Apple,Jul 2017,142.729996
Apple,Jul 2017,144.179993
Apple,Jul 2017,145.059998
Apple,Jul 2017,145.529999
Apple,Jul 2017,145.740005
Apple,Jul 2017,147.770004
Apple,Jul 2017,149.039993
Apple,Jul 2017,149.559998
Apple,Jul 2017,150.080002
Apple,Jul 2017,151.020004
Apple,Jul 2017,150.339996
Apple,Jul 2017,150.270004
Apple,Jul 2017,152.089996
Apple,Jul 2017,152.740005
Apple,Jul 2017,153.460007
Apple,Jul 2017,150.559998
Apple,Jul 2017,149.5
Apple,Jul 2017,148.729996
Apple,Aug 2017,150.050003
Apple,Aug 2017,157.139999
Apple,Aug 2017,155.570007
Apple,Aug 2017,156.389999
Apple,Aug 2017,158.809998
Apple,Aug 2017,160.080002
Apple,Aug 2017,161.059998
Apple,Aug 2017,155.320007
Apple,Aug 2017,157.479996
Apple,Aug 2017,159.850006
Apple,Aug 2017,161.600006
Apple,Aug 2017,160.949997
Apple,Aug 2017,157.860001
Apple,Aug 2017,157.5
Apple,Aug 2017,157.210007
Apple,Aug 2017,159.779999
Apple,Aug 2017,159.979996
Apple,Aug 2017,159.270004
Apple,Aug 2017,159.860001
Apple,Aug 2017,161.470001
Apple,Aug 2017,162.910004
Apple,Aug 2017,163.350006
Apple,Aug 2017,164
Apple,Sep 2017,164.050003
Apple,Sep 2017,162.080002
Apple,Sep 2017,161.910004
Apple,Sep 2017,161.259995
Apple,Sep 2017,158.630005
Apple,Sep 2017,161.5
Apple,Sep 2017,160.860001
Apple,Sep 2017,159.649994
Apple,Sep 2017,158.279999
Apple,Sep 2017,159.880005
Apple,Sep 2017,158.669998
Apple,Sep 2017,158.729996
Apple,Sep 2017,156.070007
Apple,Sep 2017,153.389999
Apple,Sep 2017,151.889999
Apple,Sep 2017,150.550003
Apple,Sep 2017,153.139999
Apple,Sep 2017,154.229996
Apple,Sep 2017,153.279999
Apple,Sep 2017,154.119995
Apple,Oct 2017,153.809998
Apple,Oct 2017,154.479996
Apple,Oct 2017,153.479996
Apple,Oct 2017,155.389999
Apple,Oct 2017,155.300003
Apple,Oct 2017,155.839996
Apple,Oct 2017,155.899994
Apple,Oct 2017,156.550003
Apple,Oct 2017,156
Apple,Oct 2017,156.990005
Apple,Oct 2017,159.880005
Apple,Oct 2017,160.470001
Apple,Oct 2017,159.759995
Apple,Oct 2017,155.979996
Apple,Oct 2017,156.25
Apple,Oct 2017,156.169998
Apple,Oct 2017,157.100006
Apple,Oct 2017,156.410004
Apple,Oct 2017,157.410004
Apple,Oct 2017,163.050003
Apple,Oct 2017,166.720001
Apple,Oct 2017,169.039993
Apple,Nov 2017,166.889999
Apple,Nov 2017,168.110001
Apple,Nov 2017,172.5
Apple,Nov 2017,174.25
Apple,Nov 2017,174.809998
Apple,Nov 2017,176.240005
Apple,Nov 2017,175.880005
Apple,Nov 2017,174.669998
Apple,Nov 2017,173.970001
Apple,Nov 2017,171.339996
Apple,Nov 2017,169.080002
Apple,Nov 2017,171.100006
Apple,Nov 2017,170.149994
Apple,Nov 2017,169.979996
Apple,Nov 2017,173.139999
Apple,Nov 2017,174.960007
Apple,Nov 2017,174.970001
Apple,Nov 2017,174.089996
Apple,Nov 2017,173.070007
Apple,Nov 2017,169.479996
Apple,Nov 2017,171.850006
Apple,Dec 2017,171.050003
Apple,Dec 2017,169.800003
Apple,Dec 2017,169.639999
Apple,Dec 2017,169.009995
Apple,Dec 2017,169.320007
Apple,Dec 2017,169.369995
Apple,Dec 2017,172.669998
Apple,Dec 2017,171.699997
Apple,Dec 2017,172.270004
Apple,Dec 2017,172.220001
Apple,Dec 2017,173.970001
Apple,Dec 2017,176.419998
Apple,Dec 2017,174.539993
Apple,Dec 2017,174.350006
Apple,Dec 2017,175.009995
Apple,Dec 2017,175.009995
Apple,Dec 2017,170.570007
Apple,Dec 2017,170.600006
Apple,Dec 2017,171.080002
Apple,Dec 2017,169.229996
Apple,Jan 2018,172.259995
Apple,Jan 2018,172.229996
Apple,Jan 2018,173.029999
Apple,Jan 2018,175
Apple,Jan 2018,174.350006
Apple,Jan 2018,174.330002
Apple,Jan 2018,174.289993
Apple,Jan 2018,175.279999
Apple,Jan 2018,177.089996
Apple,Jan 2018,176.190002
Apple,Jan 2018,179.100006
Apple,Jan 2018,179.259995
Apple,Jan 2018,178.460007
Apple,Jan 2018,177
Apple,Jan 2018,177.039993
Apple,Jan 2018,174.220001
Apple,Jan 2018,171.110001
Apple,Jan 2018,171.509995
Apple,Jan 2018,167.960007
Apple,Jan 2018,166.970001
Apple,Jan 2018,167.429993
Apple,Feb 2018,167.779999
Apple,Feb 2018,160.5
Apple,Feb 2018,156.490005
Apple,Feb 2018,163.029999
Apple,Feb 2018,159.539993
Apple,Feb 2018,155.149994
Apple,Feb 2018,156.410004
Apple,Feb 2018,162.710007
Apple,Feb 2018,164.339996
Apple,Feb 2018,167.369995
Apple,Feb 2018,172.990005
Apple,Feb 2018,172.429993
Apple,Feb 2018,171.850006
Apple,Feb 2018,171.070007
Apple,Feb 2018,172.5
Apple,Feb 2018,175.5
Apple,Feb 2018,178.970001
Apple,Feb 2018,178.389999
Apple,Feb 2018,178.119995
Apple,Mar 2018,175
Apple,Mar 2018,176.210007
Apple,Mar 2018,176.820007
Apple,Mar 2018,176.669998
Apple,Mar 2018,175.029999
Apple,Mar 2018,176.940002
Apple,Mar 2018,179.979996
Apple,Mar 2018,181.720001
Apple,Mar 2018,179.970001
Apple,Mar 2018,178.440002
Apple,Mar 2018,178.649994
Apple,Mar 2018,178.020004
Apple,Mar 2018,175.300003
Apple,Mar 2018,175.240005
Apple,Mar 2018,171.270004
Apple,Mar 2018,168.850006
Apple,Mar 2018,164.940002
Apple,Mar 2018,172.770004
Apple,Mar 2018,168.339996
Apple,Mar 2018,166.479996
Apple,Mar 2018,167.779999
Apple,Apr 2018,166.679993
Apple,Apr 2018,168.389999
Apple,Apr 2018,171.610001
Apple,Apr 2018,172.800003
Apple,Apr 2018,168.380005
Apple,Apr 2018,170.050003
Apple,Apr 2018,173.25
Apple,Apr 2018,172.440002
Apple,Apr 2018,174.139999
Apple,Apr 2018,174.729996
Apple,Apr 2018,175.820007
GoPro,Apr 2017,8.75
GoPro,Apr 2017,8.75
GoPro,Apr 2017,8.88
GoPro,Apr 2017,8.97
GoPro,Apr 2017,8.87
GoPro,Apr 2017,9.01
GoPro,Apr 2017,9.18
GoPro,Apr 2017,9.14
GoPro,Apr 2017,8.94
GoPro,Apr 2017,8.25
GoPro,May 2017,8.52
GoPro,May 2017,8.68
GoPro,May 2017,8.4
GoPro,May 2017,8.26
GoPro,May 2017,8.42
GoPro,May 2017,8.41
GoPro,May 2017,8.31
GoPro,May 2017,8.53
GoPro,May 2017,8.62
GoPro,May 2017,8.54
GoPro,May 2017,8.64
GoPro,May 2017,8.68
GoPro,May 2017,8.39
GoPro,May 2017,8.25
GoPro,May 2017,8.52
GoPro,May 2017,8.86
GoPro,May 2017,8.63
GoPro,May 2017,8.54
GoPro,May 2017,8.47
GoPro,May 2017,8.4
GoPro,May 2017,8.3
GoPro,May 2017,8.22
GoPro,Jun 2017,8.42
GoPro,Jun 2017,8.41
GoPro,Jun 2017,8.57
GoPro,Jun 2017,8.49
GoPro,Jun 2017,8.44
GoPro,Jun 2017,8.53
GoPro,Jun 2017,8.37
GoPro,Jun 2017,8.53
GoPro,Jun 2017,8.43
GoPro,Jun 2017,8.34
GoPro,Jun 2017,8.07
GoPro,Jun 2017,7.77
GoPro,Jun 2017,7.84
GoPro,Jun 2017,7.8
GoPro,Jun 2017,7.7
GoPro,Jun 2017,7.74
GoPro,Jun 2017,7.82
GoPro,Jun 2017,8.19
GoPro,Jun 2017,8.14
GoPro,Jun 2017,8.25
GoPro,Jun 2017,8.28
GoPro,Jun 2017,8.13
GoPro,Jul 2017,8.19
GoPro,Jul 2017,8.05
GoPro,Jul 2017,8
GoPro,Jul 2017,7.98
GoPro,Jul 2017,7.96
GoPro,Jul 2017,7.95
GoPro,Jul 2017,8.12
GoPro,Jul 2017,8.44
GoPro,Jul 2017,8.18
GoPro,Jul 2017,8.11
GoPro,Jul 2017,7.99
GoPro,Jul 2017,8.07
GoPro,Jul 2017,8.01
GoPro,Jul 2017,7.96
GoPro,Jul 2017,8.03
GoPro,Jul 2017,8.09
GoPro,Jul 2017,8.18
GoPro,Jul 2017,8.06
GoPro,Jul 2017,8.1
GoPro,Jul 2017,8.24
GoPro,Aug 2017,8.08
GoPro,Aug 2017,8.03
GoPro,Aug 2017,8.26
GoPro,Aug 2017,9.85
GoPro,Aug 2017,10.16
GoPro,Aug 2017,10.52
GoPro,Aug 2017,10.16
GoPro,Aug 2017,9.78
GoPro,Aug 2017,9.88
GoPro,Aug 2017,9.74
GoPro,Aug 2017,9.88
GoPro,Aug 2017,9.41
GoPro,Aug 2017,9.32
GoPro,Aug 2017,9.05
GoPro,Aug 2017,8.76
GoPro,Aug 2017,9.06
GoPro,Aug 2017,9.21
GoPro,Aug 2017,9.13
GoPro,Aug 2017,9.13
GoPro,Aug 2017,9.26
GoPro,Aug 2017,9.15
GoPro,Aug 2017,9.11
GoPro,Aug 2017,9.21
GoPro,Sep 2017,9
GoPro,Sep 2017,8.93
GoPro,Sep 2017,8.9
GoPro,Sep 2017,10
GoPro,Sep 2017,10.26
