Date,Open,High,Low,Close,Adj Close,Volume
4/17/2017,302.700012,304,298.679993,301.440002,301.440002,4138700
4/18/2017,299.700012,300.839996,297.899994,300.25,300.25,3035700
4/19/2017,302.459991,306.619995,302.109985,305.519989,305.519989,3898000
4/20/2017,306.51001,309.149994,300.230011,302.51001,302.51001,6149400
4/21/2017,302,306.399994,300.420013,305.600006,305.600006,4509800
4/24/2017,309.220001,310.549988,306.019989,308.029999,308.029999,5083500
4/25/2017,308,313.980011,305.859985,313.790009,313.790009,6737700
4/26/2017,312.369995,314.5,309,310.170013,310.170013,4695000
4/27/2017,311.690002,313.089996,307.5,308.630005,308.630005,3468600
4/28/2017,309.829987,314.799988,308,314.070007,314.070007,4463400
5/1/2017,314.880005,327.25,314.809998,322.829987,322.829987,8829600
5/2/2017,324,327.660004,316.559998,318.890015,318.890015,5382800
5/3/2017,317.670013,321.529999,310.450012,311.019989,311.019989,7133400
5/4/2017,307.440002,307.769989,290.76001,295.459991,295.459991,14152000
5/5/2017,298,308.549988,296.799988,308.350006,308.350006,8177300
5/8/2017,310.899994,313.790009,305.820007,307.190002,307.190002,7006500
5/9/2017,309.380005,321.98999,309.100006,321.26001,321.26001,9676500
5/10/2017,321.559998,325.5,318.119995,325.220001,325.220001,5741600
5/11/2017,323.399994,326,319.600006,323.100006,323.100006,4753800
5/12/2017,325.480011,327,321.529999,324.809998,324.809998,4121600
5/15/2017,318.380005,320.200012,312.529999,315.880005,315.880005,7622000
5/16/2017,317.589996,320.059998,315.140015,317.01001,317.01001,4152500
5/17/2017,314.390015,314.630005,305.5,306.109985,306.109985,6711900
5/18/2017,307,313.940002,305.309998,313.059998,313.059998,5653800
5/19/2017,315.5,316.5,310.200012,310.829987,310.829987,4687600
5/22/2017,312.799988,314.369995,306.799988,310.350006,310.350006,4329200
5/23/2017,310.459991,310.730011,303.480011,303.859985,303.859985,4318400
5/24/2017,306.51001,311,305.399994,310.220001,310.220001,5033300
5/25/2017,311.019989,316.970001,307.809998,316.829987,316.829987,5014000
5/26/2017,317.279999,325.48999,316.309998,325.140015,325.140015,7802200
5/30/2017,326,336.279999,325.76001,335.100006,335.100006,7782900
5/31/2017,337.690002,342.890015,335.160004,341.01001,341.01001,9963400
6/1/2017,344,344.880005,337.290009,340.369995,340.369995,7608000
6/2/2017,339.769989,342.880005,335.929993,339.850006,339.850006,5590200
6/5/2017,338.5,348.440002,334.209991,347.320007,347.320007,6784400
6/6/2017,344.700012,359.48999,339.970001,352.850006,352.850006,11086800
6/7/2017,356.339996,360.5,355.140015,359.649994,359.649994,9398000
6/8/2017,363.75,371.899994,360.220001,370,370,9009800
6/9/2017,374.420013,376.869995,354.799988,357.320007,357.320007,17261400
6/12/2017,357.98999,364.5,350.619995,359.01001,359.01001,10517700
6/13/2017,367.619995,376,366.609985,375.950012,375.950012,11807900
6/14/2017,381.089996,384.25,376.309998,380.660004,380.660004,12818400
6/15/2017,372.5,375.459991,366.48999,375.339996,375.339996,10426500
6/16/2017,377.980011,378.01001,370.100006,371.399994,371.399994,6731000
6/19/2017,375,376.700012,367.799988,369.799988,369.799988,6549300
6/20/2017,376.670013,378.880005,369.730011,372.23999,372.23999,7438700
6/21/2017,374.350006,376.98999,368.019989,376.399994,376.399994,4923200
6/22/2017,377.98999,385,373.570007,382.609985,382.609985,7529800
6/23/2017,382.450012,386.98999,379.350006,383.450012,383.450012,6445800
6/26/2017,386.690002,386.950012,373.100006,377.48999,377.48999,6604100
6/27/2017,376.399994,376.399994,362.019989,362.369995,362.369995,6996400
6/28/2017,366.679993,371.73999,362.519989,371.23999,371.23999,6302500
6/29/2017,370.609985,371,354.100006,360.75,360.75,8221000
6/30/2017,363.709991,366.769989,359.619995,361.609985,361.609985,5848500
7/3/2017,370.23999,371.350006,351.5,352.619995,352.619995,6305400
7/5/2017,347.200012,347.23999,326.329987,327.089996,327.089996,17046700
7/6/2017,317.26001,320.790009,306.299988,308.829987,308.829987,19324500
7/7/2017,313.5,317,307.380005,313.220001,313.220001,14176900
7/10/2017,312.899994,317.940002,303.130005,316.049988,316.049988,13820900
7/11/2017,316,327.279999,314.299988,327.220001,327.220001,11559400
7/12/2017,330.399994,333.100006,324.5,329.519989,329.519989,10346100
7/13/2017,330.109985,331.600006,319.970001,323.410004,323.410004,8594500
7/14/2017,323.190002,328.420013,321.220001,327.779999,327.779999,5625200
7/17/2017,325.540009,327.100006,313.450012,319.570007,319.570007,9876900
7/18/2017,317.5,329.130005,315.660004,328.23999,328.23999,6373700
7/19/2017,328.230011,331.649994,323.220001,325.26001,325.26001,6357000
7/20/2017,326.899994,330.220001,324.200012,329.920013,329.920013,5166200
7/21/2017,329.459991,331.26001,325.799988,328.399994,328.399994,4901600
7/24/2017,330.23999,343.399994,330.01001,342.519989,342.519989,8637100
7/25/2017,345,345.600006,334.149994,339.600006,339.600006,6989200
7/26/2017,340.359985,345.5,338.119995,343.850006,343.850006,4820800
7/27/2017,346,347.5,326.290009,334.459991,334.459991,8302400
7/28/2017,336.890015,339.600006,332.51001,335.070007,335.070007,4880400
7/31/2017,335.5,341.48999,321.040009,323.470001,323.470001,8535100
8/1/2017,323,324.450012,316.130005,319.570007,319.570007,8303100
8/2/2017,318.940002,327.119995,311.220001,325.890015,325.890015,13091500
8/3/2017,345.329987,350,343.149994,347.089996,347.089996,13535000
8/4/2017,347,357.269989,343.299988,356.910004,356.910004,9268900
8/7/2017,357.350006,359.480011,352.75,355.170013,355.170013,6324500
8/8/2017,357.529999,368.579987,357.399994,365.220001,365.220001,7449800
8/9/2017,361,370,358.950012,363.529999,363.529999,6892100
8/10/2017,361.600006,366.649994,354.660004,355.399994,355.399994,7092900
8/11/2017,356.970001,361.26001,353.619995,357.869995,357.869995,4365800
8/14/2017,364.630005,367.660004,362.600006,363.799988,363.799988,4502700
8/15/2017,365.200012,365.48999,359.369995,362.329987,362.329987,3085100
8/16/2017,363,366.5,362.519989,362.910004,362.910004,3413800
8/17/2017,361.209991,363.299988,351.589996,351.920013,351.920013,5027700
8/18/2017,352.910004,354,345.799988,347.459991,347.459991,5408200
8/21/2017,345.820007,345.820007,331.850006,337.859985,337.859985,6495400
8/22/2017,341.130005,342.23999,337.369995,341.350006,341.350006,4322000
8/23/2017,338.98999,353.48999,338.299988,352.769989,352.769989,4954500
8/24/2017,352.519989,356.660004,349.73999,352.929993,352.929993,4584700
8/25/2017,354.23999,355.690002,347.299988,348.049988,348.049988,3484000
8/28/2017,347.279999,347.350006,339.720001,345.660004,345.660004,3764000
8/29/2017,339.480011,349.049988,338.75,347.359985,347.359985,4073700
8/30/2017,349.670013,353.470001,347,353.179993,353.179993,3412900
8/31/2017,353.549988,358.440002,352.820007,355.899994,355.899994,4072800
9/1/2017,356.119995,357.589996,353.690002,355.399994,355.399994,3049500
9/5/2017,353.799988,355.48999,345.890015,349.589996,349.589996,3835100
9/6/2017,349.5,350.980011,341.559998,344.529999,344.529999,4091400
9/7/2017,345.980011,352.480011,343.450012,350.609985,350.609985,4239200
9/8/2017,348.98999,349.779999,342.299988,343.399994,343.399994,3263500
9/11/2017,351.350006,363.709991,350,363.690002,363.690002,7667100
9/12/2017,364.48999,368.76001,360.399994,362.75,362.75,5972900
9/13/2017,363.820007,368.070007,359.589996,366.230011,366.230011,4185200
9/14/2017,364.329987,377.959991,362.630005,377.640015,377.640015,7202500
9/15/2017,374.51001,380,372.700012,379.809998,379.809998,5420500
9/18/2017,380.25,389.609985,377.679993,385,385,7188000
9/19/2017,380,382.390015,373.570007,375.100006,375.100006,6451900
9/20/2017,373,378.25,371.070007,373.910004,373.910004,4919100
9/21/2017,374.899994,376.829987,364.51001,366.480011,366.480011,4618200
9/22/2017,366.48999,369.899994,350.880005,351.089996,351.089996,8159400
9/25/2017,353.149994,357.470001,342.880005,344.98999,344.98999,7605900
9/26/2017,350.929993,351.23999,340.899994,345.25,345.25,7156300
9/27/2017,349.899994,351.48999,340.5,340.970001,340.970001,6060300
9/28/2017,339.880005,342.75,335.399994,339.600006,339.600006,5319600
9/29/2017,341.859985,344.679993,338.600006,341.100006,341.100006,5107100
10/2/2017,342.519989,343.700012,335.51001,341.529999,341.529999,5286800
10/3/2017,335.899994,348.549988,331.279999,348.140015,348.140015,10153600
10/4/2017,351.25,358.619995,349.600006,355.01001,355.01001,8163500
10/5/2017,356,357.440002,351.350006,355.329987,355.329987,4171700
10/6/2017,353.100006,360.100006,352.25,356.880005,356.880005,4297500
10/9/2017,349.649994,351.75,342.670013,342.940002,342.940002,7493700
10/10/2017,346.799988,355.630005,345.529999,355.589996,355.589996,6978500
10/11/2017,353.890015,357.600006,351.149994,354.600006,354.600006,4500800
10/12/2017,352.950012,359.779999,352.640015,355.679993,355.679993,4087000
10/13/2017,356.980011,358.48999,353.679993,355.570007,355.570007,3540500
10/16/2017,353.76001,354.480011,347.160004,350.600006,350.600006,5375500
10/17/2017,350.910004,356.220001,350.070007,355.75,355.75,3293300
10/18/2017,355.970001,363,354.130005,359.649994,359.649994,4939100
10/19/2017,355.559998,357.149994,348.200012,351.809998,351.809998,5061800
10/20/2017,352.690002,354.549988,344.339996,345.100006,345.100006,4930400
10/23/2017,349.880005,349.950012,336.25,337.019989,337.019989,5747300
10/24/2017,338.799988,342.799988,336.160004,337.339996,337.339996,4491700
10/25/2017,336.700012,337.5,323.559998,325.839996,325.839996,8594100
10/26/2017,327.779999,330.230011,323.200012,326.170013,326.170013,5023500
10/27/2017,319.75,324.589996,316.660004,320.869995,320.869995,6979700
10/30/2017,319.179993,323.779999,317.25,320.079987,320.079987,4254400
10/31/2017,320.230011,331.950012,320.179993,331.529999,331.529999,5672300
11/1/2017,332.25,332.609985,320.26001,321.079987,321.079987,8457300
11/2/2017,300.130005,308.690002,292.630005,299.26001,299.26001,19791400
11/3/2017,299.5,306.25,295.130005,306.089996,306.089996,8894000
11/6/2017,307,307.5,299.01001,302.779999,302.779999,6486000
11/7/2017,301.019989,306.5,300.029999,306.049988,306.049988,5294300
11/8/2017,305.5,306.890015,301.299988,304.390015,304.390015,4725300
11/9/2017,302.5,304.459991,296.299988,302.98999,302.98999,5447100
11/10/2017,302.5,308.359985,301.850006,302.98999,302.98999,4625400
11/13/2017,300.130005,316.799988,299.109985,315.399994,315.399994,7584900
11/14/2017,315,316.350006,306.899994,308.700012,308.700012,5676100
11/15/2017,306.01001,312.48999,301.5,311.299988,311.299988,5978700
11/16/2017,313.98999,318.140015,311.299988,312.5,312.5,5822100
11/17/2017,325.670013,326.670013,313.149994,315.049988,315.049988,13735100
11/20/2017,313.790009,315.5,304.75,308.73999,308.73999,8247700
11/21/2017,310.859985,318.230011,308.709991,317.809998,317.809998,7261300
11/22/2017,316.769989,317.420013,311.839996,312.600006,312.600006,4917600
11/24/2017,313.790009,316.410004,311,315.549988,315.549988,3244100
11/27/2017,313.25,317.339996,309.51001,316.809998,316.809998,4555900
11/28/2017,316.359985,320,313.920013,317.549988,317.549988,4949500
11/29/2017,317.299988,318,301.230011,307.540009,307.540009,8767400
11/30/2017,308.559998,310.700012,304.540009,308.850006,308.850006,4351600
12/1/2017,305.440002,310.320007,305.049988,306.529999,306.529999,4292900
12/4/2017,306.5,308.269989,300.609985,305.200012,305.200012,5835100
12/5/2017,302,308,301,303.700012,303.700012,4646500
12/6/2017,300.100006,313.390015,300,313.26001,313.26001,7195300
12/7/2017,312,318.630005,311.049988,311.23999,311.23999,4780600
12/8/2017,314.600006,316.980011,311.26001,315.130005,315.130005,3468500
